drugs_name,drugs_slug,diseases_name,diseases_slug,createdAt,updatedAt
Moxifloxacin,moxifloxacin,Bronchitis,bronchitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Methadone,methadone,Chronic Pain,chronic-pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Celecoxib,celecoxib,Pain,pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Aspirin / butalbital / caffeine,aspirin-butalbital-caffeine,Migraine,migraine,2022/05/25 14:48:28,2022/05/25 14:48:28
Montelukast,montelukast,Allergic Rhinitis,allergic-rhinitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Saliva substitutes,saliva-substitutes,Xerostomia,xerostomia,2022/05/25 14:48:28,2022/05/25 14:48:28
Atomoxetine,atomoxetine,ADHD,adhd,2022/05/25 14:48:28,2022/05/25 14:48:28
Escitalopram,escitalopram,Depression,depression,2022/05/25 14:48:28,2022/05/25 14:48:28
Anastrozole,anastrozole,Breast Cance,breast-cance,2022/05/25 14:48:28,2022/05/25 14:48:28
Phenol,phenol,Sore Throat,sore-throat,2022/05/25 14:48:28,2022/05/25 14:48:28
Duloxetine,duloxetine,Anxiety,anxiety,2022/05/25 14:48:28,2022/05/25 14:48:28
Magnesium sulfate / potassium sulfate / sodium sulfate,magnesium-sulfate-potassium-sulfate-sodium-sulfate,Bowel Preparation,bowel-preparation,2022/05/25 14:48:28,2022/05/25 14:48:28
Fentanyl,fentanyl,Pain,pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Lansoprazole,lansoprazole,Barrett's Esophagus,barrett-s-esophagus,2022/05/25 14:48:28,2022/05/25 14:48:28
Nardil,nardil,Depression,depression,2022/05/25 14:48:28,2022/05/25 14:48:28
Milnacipran,milnacipran,ibromyalgia,ibromyalgia,2022/05/25 14:48:28,2022/05/25 14:48:28
Oxymorphone,oxymorphone,Pain,pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Acetaminophen / aspirin / caffeine,acetaminophen-aspirin-caffeine,Pain/Feve,pain-feve,2022/05/25 14:48:28,2022/05/25 14:48:28
Zoloft,zoloft,Depression,depression,2022/05/25 14:48:28,2022/05/25 14:48:28
Azithromycin,azithromycin,Bronchitis,bronchitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Lupron Depot,lupron-depot,Uterine Fibroids,uterine-fibroids,2022/05/25 14:48:28,2022/05/25 14:48:28
Levora,levora,Birth Control,birth-control,2022/05/25 14:48:28,2022/05/25 14:48:28
ParaGard,paragard,Birth Control,birth-control,2022/05/25 14:48:28,2022/05/25 14:48:28
Levaquin,levaquin,Urinary Tract Infection,urinary-tract-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Ciprofloxacin,ciprofloxacin,Diverticulitis,diverticulitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Avelox,avelox,Sinusitis,sinusitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Acidophilus,acidophilus,Vaginal Yeast Infection,vaginal-yeast-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Metformin,metformin,Polycystic Ovary Syndrome,polycystic-ovary-syndrome,2022/05/25 14:48:28,2022/05/25 14:48:28
Terconazole,terconazole,Vaginal Yeast Infection,vaginal-yeast-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Saphris,saphris,Bipolar Disorde,bipolar-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Augmentin,augmentin,Sinusitis,sinusitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Lexapro,lexapro,Anxiety,anxiety,2022/05/25 14:48:28,2022/05/25 14:48:28
Tamiflu,tamiflu,Influenza,influenza,2022/05/25 14:48:28,2022/05/25 14:48:28
Sertraline,sertraline,Obsessive Compulsive Disorde,obsessive-compulsive-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Prazosin,prazosin,High Blood Pressure,high-blood-pressure,2022/05/25 14:48:28,2022/05/25 14:48:28
Liothyronine,liothyronine,"Hypothyroidism, After Thyroid Removal",hypothyroidism-after-thyroid-removal,2022/05/25 14:48:28,2022/05/25 14:48:28
Seroquel,seroquel,Generalized Anxiety Disorde,generalized-anxiety-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Cialis,cialis,Erectile Dysfunction,erectile-dysfunction,2022/05/25 14:48:28,2022/05/25 14:48:28
Terbinafine,terbinafine,"Onychomycosis, Toenail",onychomycosis-toenail,2022/05/25 14:48:28,2022/05/25 14:48:28
Valium,valium,Muscle Spasm,muscle-spasm,2022/05/25 14:48:28,2022/05/25 14:48:28
Norco,norco,Pain,pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Leuprolide,leuprolide,Endometriosis,endometriosis,2022/05/25 14:48:28,2022/05/25 14:48:28
Progesterone,progesterone,Progesterone Insufficiency,progesterone-insufficiency,2022/05/25 14:48:28,2022/05/25 14:48:28
Concerta,concerta,ADHD,adhd,2022/05/25 14:48:28,2022/05/25 14:48:28
Ocella,ocella,Birth Control,birth-control,2022/05/25 14:48:28,2022/05/25 14:48:28
Strattera,strattera,ADHD,adhd,2022/05/25 14:48:28,2022/05/25 14:48:28
Norco,norco,11</span> users found this comment helpful.,11-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Sertraline,sertraline,Anxiety and Stress,anxiety-and-stress,2022/05/25 14:48:28,2022/05/25 14:48:28
Mylanta,mylanta,GERD,gerd,2022/05/25 14:48:28,2022/05/25 14:48:28
TriNessa,trinessa,Acne,acne,2022/05/25 14:48:28,2022/05/25 14:48:28
Goserelin,goserelin,Endometriosis,endometriosis,2022/05/25 14:48:28,2022/05/25 14:48:28
Quetiapine,quetiapine,Bipolar Disorde,bipolar-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Testim,testim,"Hypogonadism, Male",hypogonadism-male,2022/05/25 14:48:28,2022/05/25 14:48:28
Emend,emend,"Nausea/Vomiting, Postoperative",nausea-vomiting-postoperative,2022/05/25 14:48:28,2022/05/25 14:48:28
Methylphenidate,methylphenidate,Depression,depression,2022/05/25 14:48:28,2022/05/25 14:48:28
Topiramate,topiramate,ibromyalgia,ibromyalgia,2022/05/25 14:48:28,2022/05/25 14:48:28
Acyclovir,acyclovir,Herpes Simplex,herpes-simplex,2022/05/25 14:48:28,2022/05/25 14:48:28
Linzess,linzess,"Constipation, Chronic",constipation-chronic,2022/05/25 14:48:28,2022/05/25 14:48:28
Orthovisc,orthovisc,Osteoarthritis,osteoarthritis,2022/05/25 14:48:28,2022/05/25 14:48:28
Silodosin,silodosin,Benign Prostatic Hyperplasia,benign-prostatic-hyperplasia,2022/05/25 14:48:28,2022/05/25 14:48:28
Amitriptyline,amitriptyline,Insomnia,insomnia,2022/05/25 14:48:28,2022/05/25 14:48:28
Metoclopramide,metoclopramide,Gastroparesis,gastroparesis,2022/05/25 14:48:28,2022/05/25 14:48:28
Indomethacin,indomethacin,"Gout, Acute",gout-acute,2022/05/25 14:48:28,2022/05/25 14:48:28
Copper,copper,Birth Control,birth-control,2022/05/25 14:48:28,2022/05/25 14:48:28
Meclizine,meclizine,Motion Sickness,motion-sickness,2022/05/25 14:48:28,2022/05/25 14:48:28
Sulfamethoxazole / trimethoprim,sulfamethoxazole-trimethoprim,Urinary Tract Infection,urinary-tract-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Gilenya,gilenya,Multiple Sclerosis,multiple-sclerosis,2022/05/25 14:48:28,2022/05/25 14:48:28
Amitriptyline,amitriptyline,Migraine Prevention,migraine-prevention,2022/05/25 14:48:28,2022/05/25 14:48:28
Depo-Provera,depo-provera,Abnormal Uterine Bleeding,abnormal-uterine-bleeding,2022/05/25 14:48:28,2022/05/25 14:48:28
Microgestin Fe 1 / 20,microgestin-fe-1-20,Birth Control,birth-control,2022/05/25 14:48:28,2022/05/25 14:48:28
Klonopin,klonopin,Panic Disorde,panic-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Codeine / guaifenesin,codeine-guaifenesin,Cough,cough,2022/05/25 14:48:28,2022/05/25 14:48:28
Mirtazapine,mirtazapine,Insomnia,insomnia,2022/05/25 14:48:28,2022/05/25 14:48:28
Citalopram,citalopram,Anxiety and Stress,anxiety-and-stress,2022/05/25 14:48:28,2022/05/25 14:48:28
Colazal,colazal,Crohn's Disease,crohn-s-disease,2022/05/25 14:48:28,2022/05/25 14:48:28
Fiorinal with Codeine,fiorinal-with-codeine,Headache,headache,2022/05/25 14:48:28,2022/05/25 14:48:28
Zolpidem,zolpidem,Insomnia,insomnia,2022/05/25 14:48:28,2022/05/25 14:48:28
Wellbutrin XL,wellbutrin-xl,Depression,depression,2022/05/25 14:48:28,2022/05/25 14:48:28
Clonazepam,clonazepam,Anxiety,anxiety,2022/05/25 14:48:28,2022/05/25 14:48:28
Climara Pro,climara-pro,Postmenopausal Symptoms,postmenopausal-symptoms,2022/05/25 14:48:28,2022/05/25 14:48:28
Lexapro,lexapro,Depression,depression,2022/05/25 14:48:28,2022/05/25 14:48:28
Quetiapine,quetiapine,Insomnia,insomnia,2022/05/25 14:48:28,2022/05/25 14:48:28
Aripiprazole,aripiprazole,Autism,autism,2022/05/25 14:48:28,2022/05/25 14:48:28
Clarithromycin,clarithromycin,Otitis Media,otitis-media,2022/05/25 14:48:28,2022/05/25 14:48:28
Duloxetine,duloxetine,Chronic Pain,chronic-pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Bactrim DS,bactrim-ds,Upper Respiratory Tract Infection,upper-respiratory-tract-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Varenicline,varenicline,Smoking Cessation,smoking-cessation,2022/05/25 14:48:28,2022/05/25 14:48:28
Bactrim DS,bactrim-ds,Urinary Tract Infection,urinary-tract-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Amoxicillin / clavulanate,amoxicillin-clavulanate,Upper Respiratory Tract Infection,upper-respiratory-tract-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Tolterodine,tolterodine,Overactive Bladde,overactive-bladde,2022/05/25 14:48:28,2022/05/25 14:48:28
Fluoxetine,fluoxetine,ibromyalgia,ibromyalgia,2022/05/25 14:48:28,2022/05/25 14:48:28
Hydroxyzine,hydroxyzine,Anxiety,anxiety,2022/05/25 14:48:28,2022/05/25 14:48:28
Blisovi Fe 1 / 20,blisovi-fe-1-20,Birth Control,birth-control,2022/05/25 14:48:28,2022/05/25 14:48:28
Ramelteon,ramelteon,Insomnia,insomnia,2022/05/25 14:48:28,2022/05/25 14:48:28
Clindamycin,clindamycin,Surgical Prophylaxis,surgical-prophylaxis,2022/05/25 14:48:28,2022/05/25 14:48:28
Infliximab,infliximab,Psoriatic Arthritis,psoriatic-arthritis,2022/05/25 14:48:28,2022/05/25 14:48:28
Rabeprazole,rabeprazole,Erosive Esophagitis,erosive-esophagitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Dexilant,dexilant,GERD,gerd,2022/05/25 14:48:28,2022/05/25 14:48:28
Seroquel,seroquel,Bipolar Disorde,bipolar-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Immune globulin oral,immune-globulin-oral,Irritable Bowel Syndrome,irritable-bowel-syndrome,2022/05/25 14:48:28,2022/05/25 14:48:28
Nucynta,nucynta,Pain,pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Hysingla ER,hysingla-er,Pain,pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Metoprolol,metoprolol,Premature Ventricular Depolarizations,premature-ventricular-depolarizations,2022/05/25 14:48:28,2022/05/25 14:48:28
Pantoprazole,pantoprazole,Stomach Ulce,stomach-ulce,2022/05/25 14:48:28,2022/05/25 14:48:28
Sprycel,sprycel,Chronic Myelogenous Leukemia,chronic-myelogenous-leukemia,2022/05/25 14:48:28,2022/05/25 14:48:28
Tri-Sprintec,tri-sprintec,Acne,acne,2022/05/25 14:48:28,2022/05/25 14:48:28
Zofran,zofran,Nausea/Vomiting,nausea-vomiting,2022/05/25 14:48:28,2022/05/25 14:48:28
Versed,versed,Light Anesthesia,light-anesthesia,2022/05/25 14:48:28,2022/05/25 14:48:28
Cipro,cipro,Urinary Tract Infection,urinary-tract-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
MS Contin,ms-contin,Chronic Pain,chronic-pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Doxycycline,doxycycline,Rosacea,rosacea,2022/05/25 14:48:28,2022/05/25 14:48:28
Avonex,avonex,Multiple Sclerosis,multiple-sclerosis,2022/05/25 14:48:28,2022/05/25 14:48:28
Oxycodone,oxycodone,Pain,pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Focalin XR,focalin-xr,ADHD,adhd,2022/05/25 14:48:28,2022/05/25 14:48:28
Loestrin 24 Fe,loestrin-24-fe,Birth Control,birth-control,2022/05/25 14:48:28,2022/05/25 14:48:28
Junel Fe 1 / 20,junel-fe-1-20,Birth Control,birth-control,2022/05/25 14:48:28,2022/05/25 14:48:28
Levonorgestrel,levonorgestrel,Abnormal Uterine Bleeding,abnormal-uterine-bleeding,2022/05/25 14:48:28,2022/05/25 14:48:28
Imdur,imdur,Angina Pectoris Prophylaxis,angina-pectoris-prophylaxis,2022/05/25 14:48:28,2022/05/25 14:48:28
Diazepam,diazepam,Anxiety,anxiety,2022/05/25 14:48:28,2022/05/25 14:48:28
Bisacodyl,bisacodyl,Constipation,constipation,2022/05/25 14:48:28,2022/05/25 14:48:28
Nortrel 1 / 35,nortrel-1-35,0</span> users found this comment helpful.,0-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Suvorexant,suvorexant,Insomnia,insomnia,2022/05/25 14:48:28,2022/05/25 14:48:28
Methylphenidate,methylphenidate,ADHD,adhd,2022/05/25 14:48:28,2022/05/25 14:48:28
Risperidone,risperidone,Paranoid Disorde,paranoid-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Sprintec,sprintec,Birth Control,birth-control,2022/05/25 14:48:28,2022/05/25 14:48:28
Risperdal,risperdal,Paranoid Disorde,paranoid-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Amoxicillin / clavulanate,amoxicillin-clavulanate,Bacterial Infection,bacterial-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Simponi,simponi,Rheumatoid Arthritis,rheumatoid-arthritis,2022/05/25 14:48:28,2022/05/25 14:48:28
Avelox,avelox,Prostatitis,prostatitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Euflexxa,euflexxa,Osteoarthritis,osteoarthritis,2022/05/25 14:48:28,2022/05/25 14:48:28
Diclofenac,diclofenac,Pain,pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Gabapentin,gabapentin,Anxiety,anxiety,2022/05/25 14:48:28,2022/05/25 14:48:28
Dimenhydrinate,dimenhydrinate,Nausea/Vomiting,nausea-vomiting,2022/05/25 14:48:28,2022/05/25 14:48:28
Benztropine,benztropine,Extrapyramidal Reaction,extrapyramidal-reaction,2022/05/25 14:48:28,2022/05/25 14:48:28
Ortho Tri-Cyclen Lo,ortho-tri-cyclen-lo,Birth Control,birth-control,2022/05/25 14:48:28,2022/05/25 14:48:28
Ibuprofen,ibuprofen,Pain,pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Sumatriptan,sumatriptan,Migraine,migraine,2022/05/25 14:48:28,2022/05/25 14:48:28
Polyethylene glycol 3350,polyethylene-glycol-3350,Constipation,constipation,2022/05/25 14:48:28,2022/05/25 14:48:28
Acetaminophen / oxycodone,acetaminophen-oxycodone,Pain,pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Propranolol,propranolol,mance Anxiety,mance-anxiety,2022/05/25 14:48:28,2022/05/25 14:48:28
Loestrin 24 Fe,loestrin-24-fe,0</span> users found this comment helpful.,0-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Xenical,xenical,Obesity,obesity,2022/05/25 14:48:28,2022/05/25 14:48:28
Glatiramer,glatiramer,Multiple Sclerosis,multiple-sclerosis,2022/05/25 14:48:28,2022/05/25 14:48:28
Atarax,atarax,Anxiety,anxiety,2022/05/25 14:48:28,2022/05/25 14:48:28
Clonazepam,clonazepam,Night Terrors,night-terrors,2022/05/25 14:48:28,2022/05/25 14:48:28
Orsythia,orsythia,Birth Control,birth-control,2022/05/25 14:48:28,2022/05/25 14:48:28
Alirocumab,alirocumab,"High Cholesterol, Familial Heterozygous",high-cholesterol-familial-heterozygous,2022/05/25 14:48:28,2022/05/25 14:48:28
Sublimaze,sublimaze,Anesthesia,anesthesia,2022/05/25 14:48:28,2022/05/25 14:48:28
Trintellix,trintellix,Major Depressive Disorde,major-depressive-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Ortho Tri-Cyclen Lo,ortho-tri-cyclen-lo,0</span> users found this comment helpful.,0-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Viibryd,viibryd,Depression,depression,2022/05/25 14:48:28,2022/05/25 14:48:28
Cymbalta,cymbalta,Anxiety,anxiety,2022/05/25 14:48:28,2022/05/25 14:48:28
Ethinyl estradiol / etonogestrel,ethinyl-estradiol-etonogestrel,Birth Control,birth-control,2022/05/25 14:48:28,2022/05/25 14:48:28
Bactrim DS,bactrim-ds,Bacterial Infection,bacterial-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
femhrt,femhrt,Postmenopausal Symptoms,postmenopausal-symptoms,2022/05/25 14:48:28,2022/05/25 14:48:28
Lortab,lortab,Pain,pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Contrave,contrave,Weight Loss,weight-loss,2022/05/25 14:48:28,2022/05/25 14:48:28
Metronidazole,metronidazole,Bacterial Infection,bacterial-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Haldol,haldol,Nausea/Vomiting,nausea-vomiting,2022/05/25 14:48:28,2022/05/25 14:48:28
Tapentadol,tapentadol,Pain,pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Doxycycline,doxycycline,Chlamydia Infection,chlamydia-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Ketorolac,ketorolac,Pain,pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Phentermine,phentermine,Weight Loss,weight-loss,2022/05/25 14:48:28,2022/05/25 14:48:28
Effexor,effexor,Depression,depression,2022/05/25 14:48:28,2022/05/25 14:48:28
Remicade,remicade,Spondyloarthritis,spondyloarthritis,2022/05/25 14:48:28,2022/05/25 14:48:28
Metronidazole,metronidazole,Clostridial Infection,clostridial-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Flexeril,flexeril,ibromyalgia,ibromyalgia,2022/05/25 14:48:28,2022/05/25 14:48:28
SMZ-TMP DS,smz-tmp-ds,Upper Respiratory Tract Infection,upper-respiratory-tract-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Dutasteride,dutasteride,Benign Prostatic Hyperplasia,benign-prostatic-hyperplasia,2022/05/25 14:48:28,2022/05/25 14:48:28
Thyroid desiccated,thyroid-desiccated,Underactive Thyroid,underactive-thyroid,2022/05/25 14:48:28,2022/05/25 14:48:28
Hydroxychloroquine,hydroxychloroquine,Dermatomyositis,dermatomyositis,2022/05/25 14:48:28,2022/05/25 14:48:28
Opana,opana,Pain,pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Zyprexa,zyprexa,Depression,depression,2022/05/25 14:48:28,2022/05/25 14:48:28
ProAir RespiClick,proair-respiclick,Bronchiectasis,bronchiectasis,2022/05/25 14:48:28,2022/05/25 14:48:28
Vedolizumab,vedolizumab,Crohn's Disease,crohn-s-disease,2022/05/25 14:48:28,2022/05/25 14:48:28
Chantix,chantix,Smoking Cessation,smoking-cessation,2022/05/25 14:48:28,2022/05/25 14:48:28
Suboxone,suboxone,Opiate Dependence,opiate-dependence,2022/05/25 14:48:28,2022/05/25 14:48:28
Trazodone,trazodone,ibromyalgia,ibromyalgia,2022/05/25 14:48:28,2022/05/25 14:48:28
Mirapex,mirapex,Restless Legs Syndrome,restless-legs-syndrome,2022/05/25 14:48:28,2022/05/25 14:48:28
Uribel,uribel,Urinary Tract Infection,urinary-tract-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Vicks Sinex Nasal Spray (old formulation),vicks-sinex-nasal-spray-old-formulation-,Nasal Congestion,nasal-congestion,2022/05/25 14:48:28,2022/05/25 14:48:28
Bactrim,bactrim,Urinary Tract Infection,urinary-tract-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Depo-Provera Contraceptive,depo-provera-contraceptive,Birth Control,birth-control,2022/05/25 14:48:28,2022/05/25 14:48:28
Propranolol,propranolol,Benign Essential Trem,benign-essential-trem,2022/05/25 14:48:28,2022/05/25 14:48:28
Ceftriaxone,ceftriaxone,Bacterial Infection,bacterial-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Ranexa,ranexa,Angina,angina,2022/05/25 14:48:28,2022/05/25 14:48:28
Duloxetine,duloxetine,ibromyalgia,ibromyalgia,2022/05/25 14:48:28,2022/05/25 14:48:28
TriNessa,trinessa,Birth Control,birth-control,2022/05/25 14:48:28,2022/05/25 14:48:28
Trulicity,trulicity,"Diabetes, Type 2",diabetes-type-2,2022/05/25 14:48:28,2022/05/25 14:48:28
Percocet,percocet,Pain,pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Sitagliptin,sitagliptin,"Diabetes, Type 2",diabetes-type-2,2022/05/25 14:48:28,2022/05/25 14:48:28
Formoterol / mometasone,formoterol-mometasone,moterol / mometasone),moterol-mometasone-,2022/05/25 14:48:28,2022/05/25 14:48:28
Wellbutrin XL,wellbutrin-xl,Major Depressive Disorde,major-depressive-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Ambien,ambien,Insomnia,insomnia,2022/05/25 14:48:28,2022/05/25 14:48:28
Belviq,belviq,Weight Loss,weight-loss,2022/05/25 14:48:28,2022/05/25 14:48:28
Retapamulin,retapamulin,Impetig,impetig,2022/05/25 14:48:28,2022/05/25 14:48:28
Hydroxychloroquine,hydroxychloroquine,Rheumatoid Arthritis,rheumatoid-arthritis,2022/05/25 14:48:28,2022/05/25 14:48:28
Vigamox,vigamox,"Conjunctivitis, Bacterial",conjunctivitis-bacterial,2022/05/25 14:48:28,2022/05/25 14:48:28
Levetiracetam,levetiracetam,Epilepsy,epilepsy,2022/05/25 14:48:28,2022/05/25 14:48:28
Mirena,mirena,Abnormal Uterine Bleeding,abnormal-uterine-bleeding,2022/05/25 14:48:28,2022/05/25 14:48:28
Yaz,yaz,Birth Control,birth-control,2022/05/25 14:48:28,2022/05/25 14:48:28
Elidel,elidel,Eczema,eczema,2022/05/25 14:48:28,2022/05/25 14:48:28
Abilify Discmelt,abilify-discmelt,Post Traumatic Stress Disorde,post-traumatic-stress-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Duloxetine,duloxetine,Depression,depression,2022/05/25 14:48:28,2022/05/25 14:48:28
Delsym 12 Hour Cough Relief,delsym-12-hour-cough-relief,Cough,cough,2022/05/25 14:48:28,2022/05/25 14:48:28
Baclofen,baclofen,Alcohol Withdrawal,alcohol-withdrawal,2022/05/25 14:48:28,2022/05/25 14:48:28
Halobetasol,halobetasol,Psoriasis,psoriasis,2022/05/25 14:48:28,2022/05/25 14:48:28
Valtrex,valtrex,Cold Sores,cold-sores,2022/05/25 14:48:28,2022/05/25 14:48:28
Azelastine / fluticasone,azelastine-fluticasone,Allergic Rhinitis,allergic-rhinitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Drysol,drysol,Hyperhidrosis,hyperhidrosis,2022/05/25 14:48:28,2022/05/25 14:48:28
Alavert D-12 Hour Allergy and Sinus,alavert-d-12-hour-allergy-and-sinus,1</span> users found this comment helpful.,1-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Cimzia,cimzia,Ankylosing Spondylitis,ankylosing-spondylitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Rexulti,rexulti,Depression,depression,2022/05/25 14:48:28,2022/05/25 14:48:28
Proctofoam,proctofoam,Hemorrhoids,hemorrhoids,2022/05/25 14:48:28,2022/05/25 14:48:28
Alli,alli,142</span> users found this comment helpful.,142-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Cefdinir,cefdinir,Sinusitis,sinusitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Tramadol,tramadol,Pain,pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Norflex,norflex,Muscle Spasm,muscle-spasm,2022/05/25 14:48:28,2022/05/25 14:48:28
Humira,humira,Psoriasis,psoriasis,2022/05/25 14:48:28,2022/05/25 14:48:28
Tecfidera,tecfidera,Multiple Sclerosis,multiple-sclerosis,2022/05/25 14:48:28,2022/05/25 14:48:28
Acetaminophen / dichloralphenazone / isometheptene mucate,acetaminophen-dichloralphenazone-isometheptene-mucate,Headache,headache,2022/05/25 14:48:28,2022/05/25 14:48:28
